14,-75,-1
14,-75,-1
14,-75,-1
2,-37,-2
2,-37,-2
2,-37,-2
2,-37,-2
1,-12,-1
1,-12,-1
1,-12,-1
1,-12,-1
4,2,0
4,2,0
4,2,0
4,2,0
3,18,-6
3,18,-6
3,18,-6
3,18,-6
-4,23,-12
-4,23,-12
-4,23,-12
-4,23,-12
-1,25,-15
-1,25,-15
-1,25,-15
4,16,-16
4,16,-16
4,16,-16
4,16,-16
1,-3,-16
